-2.246632570605735 -2.3236160579612917
-2.224890233394803 -2.3097496616461304
-2.228750636046686 -2.305924296950687
-2.211289033798055 -2.2963100766153612
-2.20270664529649 -2.2907810424652406
-2.1892932436426813 -2.283028123637376
-2.202277102276054 -2.28645581190801
-2.185130851630951 -2.2726866265047216
-2.1883992748782743 -2.268489376085534
-2.1991138614504764 -2.274201543381849
-2.20673866711438 -2.2793258602697457
-2.1824560944163056 -2.26943725810151
-2.1785524203293436 -2.26842711218525
-2.193219538899107 -2.274486327091722
-2.1871075393232617 -2.2716215968625173
-2.2100444994902806 -2.274429960856378
-2.1904783635219767 -2.264793393078417
-2.199568918233879 -2.267886222736195
-2.206084469091948 -2.2763835078624415
-2.1875391285902266 -2.271213264864496
-2.1716604961335353 -2.2641032641469034
-2.197179011166806 -2.2656661723914526
-2.169498874977441 -2.252584797333087
-2.2127553285138415 -2.2881561383085307
-2.176517566823179 -2.260647851958444
-2.1877165880212703 -2.264693106916265
-2.1863000653118987 -2.2653667990334863
-2.146490771427563 -2.249327979115367
-2.1734064433219795 -2.2559769893535617
-2.1953808648595654 -2.2739707595479084
-2.183107785075736 -2.261617704755629
-2.185656749146021 -2.2555934321307363
-2.1571603501484846 -2.244833859193067
-2.1900426246140676 -2.2585411984697203
-2.1826514048421513 -2.2637002194495732
-2.177542080497987 -2.2525207353021686
-2.1517223706117115 -2.2453167898613375
-2.1894146756116903 -2.2677207500014323
-2.1836258374688367 -2.2561435097578064
-2.162422807749148 -2.2521380887147324
-2.173053631166427 -2.2572106547815642
-2.181690442721514 -2.2624506690919466
-2.186612969639477 -2.269038652922331
-2.170446935938551 -2.252555799938744
-2.1629829229330753 -2.2575790162008436
-2.166038554354967 -2.2455615715025017
-2.192930879752746 -2.2637973660454547
-2.175380354199898 -2.2539016025667866
-2.164978711896489 -2.2487422372958177
-2.1733048931930616 -2.261690553194881
-2.181785172750356 -2.2578784837418326
-2.1731150868719222 -2.2586433324381145
-2.1683245467484675 -2.2579882939655875
-2.1426924153575824 -2.2467479488570987
-2.16565248493538 -2.2487373254176783
-2.17085066451102 -2.2492543168305206
-2.1621008083170894 -2.242956679472061
-2.1825686723577102 -2.257494964961533
-2.172828922588141 -2.26198986224096
-2.1464144684000535 -2.2500040873115763
